,id,Title,Episode,Season,character_names,Total Spoken Words,number of scene changes,Sarcasm Index,Emotional Archetype,vote_average,holiday_episode,director_popularity,writer_popularity,Joey_Rachel_Monica_Chandler_itemset,Rachel_Ross_Monica_Chandler_itemset,Joey_Phoebe_Monica_Chandler_itemset,Joey_Ross_Monica_Chandler_itemset,Rachel_Phoebe_Monica_Chandler_itemset,Joey_Rachel_Phoebe_Chandler_itemset,Joey_Rachel_Ross_Chandler_itemset,Joey_Ross_Phoebe_Chandler_itemset,Ross_Phoebe_Monica_Chandler_itemset,Joey_Rachel_Phoebe_Monica_itemset,sentiment,Ross_spoken_words,Rachel_spoken_words,Chandler_spoken_words,Monica_spoken_words,Phoebe_spoken_words,Joey_spoken_words,Central Perk_occurrences,Monica's Apartment_occurrences,Ross's Apartment_occurrences,Chandler's Apartment_occurrences,Ralph Lauren_occurrences,Bloomingdales_occurrences,Phoebe's Apartment_occurrences
71,86369, The One With The Ultimate    Fighting Championship,24,3,"['Stevens', 'Hoshi', 'Phil', 'Billy', 'Doug', 'Pete', 'Bonnie', 'Robin']",3083,15,0.4285714285714285,Man in a Hole,8.026,0,21.617,1.788,0,0,0,0,0,0,0,0,0,0,0.0329968162671799,231,319,328,412,356,111,4,0,0,0,0,0,0
72,86330, The One At The Beach,25,3,['Bonnie'],3157,13,0.7142857142857143,Uncharted,8.472,0,3.296,1.788,0,0,0,0,0,0,0,1,0,0,0.0552003411638412,467,423,318,192,761,283,2,0,0,0,0,0,0
73,86528, The One With The Jellyfish,1,4,"['5', 'Ursula', 'Bonnie']",2627,13,0.5714285714285714,Uncharted,8.842,0,3.842,1.021,0,1,0,0,0,0,0,0,0,0,-0.0783889395896788,573,378,250,189,395,259,2,0,0,0,0,0,0
74,86453, The One With The Cat,2,4,"['Peter', 'Tony']",2735,15,0.1428571428571428,Uncharted,8.029,0,3.842,0.6,1,0,0,0,0,1,1,0,0,0,0.0489528286751606,373,405,271,430,376,360,3,0,0,0,0,0,0
75,86385, The One With The 'Cuffs,3,4,"['Sophie', 'Geller', 'Salesman', 'Joanna']",3075,16,0.1666666666666666,Uncharted,8.514,0,3.859,1.261,0,0,0,0,0,0,0,0,0,0,0.0190973443008101,40,509,720,412,308,327,1,0,0,0,0,0,0
76,86388, The One With The Ballroom Dancing,4,4,"['Simon', 'Lambert', 'Rick', 'Treeger', 'Potter']",2684,15,0.5714285714285714,Uncharted,8.194,0,2.681,2.4285,1,1,0,1,0,0,0,0,0,0,0.1214578377436833,141,183,242,210,469,629,1,0,0,0,0,0,0
77,86401, The One With Joey's New Girlfriend,5,4,"['Amanda', 'Josh', 'Gunther', 'Kathy']",2738,16,0.0,Uncharted,8.306,0,2.681,1.601,0,0,0,0,0,0,0,0,0,0,-0.0089029713202745,349,269,675,301,384,229,5,0,0,0,0,0,0
78,86403, The One With The Dirty Girl,6,4,"['Burkart', 'Cheryl', 'Gunther', 'Kathy']",263,13,0.0,Rags to Riches,8.457,1,3.842,2.394,0,0,1,0,1,0,0,0,0,0,-0.4272806186868687,2,39,0,16,17,0,2,0,0,0,0,0,0
79,86405, The One Where Chandler Crosses the Line,7,4,"['Casey', 'Kathy']",2753,11,0.5714285714285714,Man in a Hole,8.4,0,1.519,2.15,0,0,0,0,0,0,0,0,1,0,0.0365467014328114,368,70,910,130,304,638,5,0,0,0,0,0,0
80,86406, The One With Chandler In A Box,8,4,"['Burke', 'Tim', 'Gunther', 'Kathy']",2962,9,0.7142857142857143,Uncharted,8.722,0,3.859,1.388,1,1,0,0,0,0,0,0,0,0,0.0013299690141207,351,280,587,445,309,508,1,0,0,0,0,0,0
81,86437, The One Where They're Gonna PARTY!,9,4,"['Lynch', 'Sophie', 'Allesandro', 'Posner', 'Gunther', 'Joanna']",3018,14,0.2857142857142857,Uncharted,8.057,0,3.859,2.4285,0,0,0,0,0,0,0,0,0,0,0.1240623211465208,237,470,288,579,379,281,3,0,0,0,0,1,0
82,86408, The One With The Girl From Poughkeepsie,10,4,"['Poughkeepsie', 'Mike', 'Drew', 'Waiter']",2951,16,0.4285714285714285,Uncharted,7.914,0,2.843,3.0,1,0,1,0,0,0,0,0,0,0,0.0496345346191563,324,374,585,580,353,379,5,0,0,0,0,0,0
83,86460, The One With Phoebe's Uterus,11,4,"['Alice', 'Frank', 'Kathy']",2877,11,0.1666666666666666,Uncharted,8.629,0,8.316,1.261,0,1,0,0,0,0,0,0,0,0,0.088700311017269,296,215,315,312,485,376,3,0,0,0,0,0,0
84,86407, The One With The Embryos,12,4,"['Alice', 'Zane', 'Frank']",2764,10,0.5,Uncharted,8.897,0,1.519,0.6,1,1,0,0,0,0,0,0,0,0,0.0757986284859604,474,428,280,430,525,232,0,0,0,0,0,0,0
85,86475, The One With Rachel's Crush,13,4,"['Waltham', 'Joshua', 'Kathy']",3289,13,0.2857142857142857,Oedipus,8.25,0,3.086,1.788,0,0,0,0,0,1,0,1,0,0,0.0960597364784376,259,718,648,327,234,416,1,0,0,0,0,3,0
86,955151, The One With Joey's Dirty Day,14,4,"['Waltham', 'Heston', 'Joshua']",3378,11,0.4285714285714285,Uncharted,8.417,0,3.859,1.021,0,0,0,0,1,0,0,0,0,1,0.0134724306493709,267,648,573,369,290,432,1,0,0,0,0,1,0
87,86483, The One With All The Rugby,15,4,"['Emily', 'Devon', 'Chatracus', 'Janice', 'Liam']",3111,14,0.2857142857142857,Uncharted,8.3,0,3.7175,1.788,0,0,0,0,0,0,0,0,0,0,0.0501102174442018,580,238,539,404,155,232,2,0,0,0,0,0,0
88,87731, The One With The Fake Party,16,4,"['Emily', 'Joshua', 'Gunther']",2876,7,0.0,Uncharted,8.139,0,4.138,1.788,0,0,0,0,0,0,1,0,0,0,0.1069595579117063,410,1022,170,95,254,320,1,0,0,0,0,1,0
89,86413, The One With The Free Porn,17,4,"['Alice', 'Emily', 'Frank', 'Treeger']",3010,13,0.1428571428571428,Uncharted,8.389,0,4.138,1.788,0,0,0,1,0,0,0,0,1,0,0.1608710332554915,460,180,299,512,529,221,1,0,0,0,0,0,0
90,86416, The One With Rachel's New Dress,18,4,"['Alice', 'Emily', 'Susan', 'Joshua', 'Carol', 'Burgin']",2941,13,0.4285714285714285,Uncharted,8.028,0,2.1565,1.788,0,0,0,0,0,0,0,0,0,0,0.1039936915171543,471,494,329,141,389,254,2,0,2,0,0,0,0
91,1007808, The One With All The Haste,19,4,"['Emily', 'Gunther']",2644,8,0.4285714285714285,Uncharted,8.579,0,1.5755,2.0105,1,0,1,0,0,1,0,0,0,0,0.0975404859744736,580,294,507,207,286,400,1,0,1,0,0,0,0
92,86423, The One With All The Wedding Dreses,20,4,"['Marjorie', 'Joshua', 'Gunther', 'Saleslady']",2581,13,0.4285714285714285,Uncharted,8.389,0,2.1565,1.788,0,0,0,0,0,0,0,0,0,0,0.0436508619063412,341,725,337,408,179,243,3,0,0,0,0,0,0
93,86426, The One With The Invitation,21,4,"['Chloe', 'Geller', 'Julie', 'Gunther']",2972,29,0.1428571428571428,Uncharted,7.333,0,2.7455,1.261,0,0,0,0,0,0,0,0,0,0,0.0604741177919912,803,1011,292,146,92,208,6,0,2,0,0,0,0
94,86429, The One With The Worst Best Man Ever,22,4,"['Gunther', 'Stripper']",3164,16,0.4285714285714285,Uncharted,8.143,0,2.7455,1.788,1,0,1,0,0,0,0,0,0,1,0.1442099916980356,509,246,289,292,510,1061,3,0,0,0,0,0,0
95,86432, The One With Ross's Wedding Parts I and II,23,4,"['Emily', 'Waltham', 'Geller', 'Fergie', 'Minster', 'Waiter']",3617,29,0.3333333333333333,Rags to Riches,8.4,0,1.5755,1.388,0,0,0,1,0,0,0,0,0,0,0.0660793612412007,528,392,334,400,738,464,0,0,0,0,0,0,0
96,86534, The One After Ross Says Rachel,1,5,"['Emily', 'Waltham', 'Geller']",2896,9,0.2857142857142857,Rags to Riches,8.67,0,1.7372499999999995,1.261,0,0,0,0,0,0,0,0,0,0,0.0084947680357836,566,532,466,395,120,267,0,0,0,0,0,0,0
97,86535, The One With All The Kissing,2,5,"['Gunther', 'Dave']",2870,10,0.4285714285714285,Cinderella,8.7,0,2.06825,1.021,0,0,1,0,1,0,0,0,0,1,0.0267140415977905,451,803,374,626,258,209,3,0,0,0,0,0,0
98,86698, The One Hundredth,3,5,"['Alice', 'Harad', 'Frank', 'Dan', 'Oberman']",2689,17,0.5714285714285714,Uncharted,8.5,0,1.7372499999999995,4.7685,0,0,0,0,1,0,0,1,0,0,0.0975368805421729,104,386,275,218,615,323,0,0,0,0,0,0,0
99,86715, The One Where Phoebe Hates PBS,4,5,"['Emily', 'Emeril']",2986,14,0.5714285714285714,Uncharted,8.1,0,2.318,1.608,0,0,1,0,0,0,0,0,1,0,0.0558817599564749,599,286,395,310,450,382,2,0,2,0,0,0,0
100,86536, The One With All the Kips,5,5,[],2707,13,0.375,Uncharted,8.6,0,2.129,3.0,1,1,1,0,0,0,0,0,0,0,0.0001694904845242,451,440,471,592,142,385,3,0,0,0,0,0,0
101,86542, The One With The Yeti,6,5,"['Emily', 'Gunther', 'Danny']",2930,12,0.4285714285714285,Man in a Hole,8.0,1,2.06825,1.388,0,0,1,1,0,0,0,0,0,0,0.0531569333519091,520,440,178,350,445,591,3,0,2,0,0,0,0
102,86544, The One Where Ross Moves In,7,5,"['Larry', 'Tom', 'Gunther', 'Danny']",3136,16,0.2857142857142857,Uncharted,8.2,0,2.06825,1.8695,0,0,0,0,0,0,0,0,0,0,0.092664132540629,432,437,416,252,343,633,4,0,0,0,0,0,0
103,86548, The One With The Thanksgiving Flashbacks,8,5,"['Geller', 'Bing', 'Paramedic']",3284,15,0.2857142857142857,Icarus,8.5,0,2.0976666666666666,1.594,0,0,0,0,0,0,0,0,0,0,0.0362045004297011,336,331,518,726,289,213,0,0,0,1,0,0,0
104,86551, The One With Ross's Sandwich,9,5,"['Cynthia', 'Leedbetter']",2804,13,0.7142857142857143,Man in a Hole,8.6,0,2.06825,2.4285,0,1,0,0,1,0,0,0,0,0,-0.0327112573119665,441,436,214,294,465,543,3,0,0,2,0,0,0
105,86553, The One With The Inappropriate Sister,10,5,"['Bob', 'Krista', 'Estelle', 'Danny']",2741,17,0.0,Uncharted,8.0,0,2.129,1.788,0,0,0,0,0,0,0,0,0,0,0.0544654206904207,418,315,276,212,334,558,2,0,0,6,0,0,0
106,86558, The One With All The Resolutions,11,5,"['Ben', 'one', 'Elizabeth']",3307,11,0.6666666666666666,Uncharted,8.7,0,2.59475,1.788,1,0,0,1,0,1,0,0,0,0,0.0844316640246757,817,487,304,212,405,782,3,0,2,1,0,0,0
107,86566, The One With Chandler's Work Laugh,12,5,"['Doug', 'Kara', 'Gunther', 'Janice']",2994,15,0.2857142857142857,Oedipus,8.3,0,1.7372499999999995,0.6,0,0,0,0,0,0,0,0,0,0,0.0629745637488255,427,482,458,646,124,288,3,0,0,5,0,0,0
108,86571, The One With Joey's Bag,13,5,['Ursula'],2886,12,0.2857142857142857,Cinderella,8.1,0,2.02775,1.788,0,0,0,0,0,1,0,1,0,0,0.07586170707533,110,263,320,291,729,598,3,0,0,0,0,1,0
109,86721, The One Where Everyone Finds Out,14,5,['Ledbetter'],3050,11,0.4285714285714285,Uncharted,9.0,0,3.0185,1.388,0,0,0,0,1,1,0,0,0,0,0.0818903088975606,419,456,558,277,873,274,1,0,1,1,0,0,0
110,86573, The One With The Girl Who Hits Joey,15,5,"['3', 'Katie', 'Steve', 'Guy']",3093,13,0.2857142857142857,Man in a Hole,8.3,0,1.7372499999999995,2.15,0,0,0,1,0,0,0,0,0,0,0.0741123389161137,498,287,565,465,444,268,5,0,3,0,0,0,0
111,86727, The One With A Cop,16,5,"['Saleswoman', 'Gary', 'Guy']",3233,13,0.1428571428571428,Uncharted,8.5,0,1.6514999999999995,1.788,0,0,0,0,0,0,0,0,0,0,0.0771164257851169,543,389,325,193,512,527,3,0,0,0,0,0,0
112,86574, The One With Rachel's Inadvertant Kiss,17,5,"['Gary', 'Zelner']",3188,16,0.5,Cinderella,8.5,0,2.318,2.4285,0,0,0,0,0,0,0,0,0,0,0.0525460473807766,196,783,374,581,266,521,2,0,0,0,0,0,0
113,86737, The One Where Rachel Smokes,18,5,"['Ben', 'Nancy', 'Kim', 'Carol', 'Raymond', 'Kyle']",3096,14,0.25,Uncharted,7.8,0,3.311,1.608,0,0,0,0,0,0,0,0,0,0,0.0806845711808485,332,577,222,250,276,688,2,0,0,0,0,0,0
114,86576, The One Where Ross Can't Flirt,19,5,['Caitlin'],3090,6,0.5,Uncharted,8.6,0,2.02775,0.621,0,0,1,0,0,1,0,0,0,0,0.0087783734257747,503,662,544,368,345,445,0,0,0,0,0,0,0
115,86577, The One With The Ride Along,20,5,"['Emily', 'Gary']",2973,12,0.5714285714285714,Uncharted,8.3,0,2.06825,1.5245,1,0,0,1,0,0,1,0,0,0,0.0738488490331971,557,577,335,463,113,381,3,0,4,0,0,0,0
116,86579, The One With The Ball,21,5,"['2', '1', 'Gunther', 'Gary']",3581,12,0.4285714285714285,Uncharted,8.297,0,2.843,1.594,0,0,0,0,0,0,0,0,0,0,0.0520235319902639,358,617,485,533,561,288,4,0,0,0,0,0,1
117,86614, The One With Joey's Big Break,22,5,"['Grip', 'Miller', 'Husband', 'Stanley']",3811,12,0.2857142857142857,Uncharted,8.135,0,2.843,1.021,0,0,0,0,0,0,0,0,0,0,0.102597379162503,323,487,498,599,527,888,4,0,0,0,0,0,0
118,86620, The One In Vegas,23,5,"['Lurker', 'Guy', 'Gambler']",6662,28,0.5,Uncharted,8.474,0,1.519,2.4285,0,0,0,0,0,0,0,0,0,0,0.0621215878102659,949,996,884,822,927,971,0,0,0,0,0,0,0
119,86757, The One After Vegas,1,6,"['Croupler', 'Hitchhiker', 'Attendant']",2833,14,0.1428571428571428,Uncharted,8.65,0,1.519,2.15,0,0,1,0,1,0,0,0,0,0,0.0980382211978526,352,371,482,416,446,486,3,0,0,0,0,0,0
120,86776, The One Where Ross Hugs Rachel,2,6,"['Karin', 'Russell', 'Stephanie', 'Meg']",3160,11,0.0,Man in a Hole,8.27,0,2.681,1.788,0,0,0,0,0,0,0,0,0,0,0.091160423868448,641,428,283,646,521,247,4,0,0,0,0,0,0
121,86782, The One With Ross's Denial,3,6,['Gunther'],3305,14,0.2857142857142857,Uncharted,8.243,0,2.843,1.261,0,0,0,0,0,0,0,0,0,0,0.1258997191617581,757,498,516,343,500,495,5,0,1,0,0,0,0
122,86788, The One Where Joey Loses His Insurance,4,6,"['2', '1', 'Russell', 'Alex', 'Estelle']",3045,18,0.5,Uncharted,8.342,0,2.843,2.4285,0,0,0,0,0,0,1,0,0,0,0.0086495547703821,681,302,287,178,383,637,2,0,1,0,0,0,0
123,1007810, The One With Joey's Porsche,5,6,"['Passerby', 'Gunther']",3396,13,0.2857142857142857,Uncharted,8.053,0,2.843,1.303,0,0,1,0,0,0,0,0,0,0,0.1137929587731778,418,590,507,300,676,443,2,0,1,0,0,0,0
124,86824, The One Where Phoebe Runs,7,6,['Janine'],2897,15,0.5714285714285714,Uncharted,8.297,0,2.843,1.788,0,0,0,0,1,1,0,0,0,0,0.0512487338213322,485,369,665,351,307,495,2,0,0,0,0,0,1
125,86828, The One With Ross's Teeth,8,6,"['Janine', 'Hillary', 'Kim']",129,17,0.0,Rags to Riches,8.237,0,2.843,1.8695,1,1,0,0,0,0,1,0,0,0,-0.5833333333333334,0,0,2,0,0,1,3,0,2,0,3,0,0
126,87001, The One Where Ross Got High,9,6,"['Janine', 'Geller']",3333,8,0.5,Rags to Riches,8.615,0,1.519,1.594,0,0,0,0,0,0,0,0,0,1,0.027593739521732,613,536,440,494,370,418,0,0,0,0,0,0,0
127,86836, The One With The Routine,10,6,['Janine'],2757,12,0.1428571428571428,Uncharted,8.256,0,1.519,1.46,1,1,0,1,0,0,0,0,0,0,0.1581275128730726,328,339,433,374,201,505,1,0,0,0,0,0,0
128,86845, The One With The Apothecary Table,11,6,['Janine'],3054,13,0.375,Uncharted,8.184,1,1.519,1.46,0,0,0,0,0,0,0,0,0,0,0.0756291067358665,270,616,322,342,489,674,2,0,2,0,0,0,0
129,86853, The One With The Joke,12,6,"['Patron', 'Gunther']",3059,13,0.2857142857142857,Uncharted,8.114,0,2.843,2.4285,1,0,0,1,0,0,0,0,0,1,0.0495577969389444,329,492,565,511,230,657,6,0,0,0,0,0,0
130,86859, The One With Rachel's Sister,13,6,"['Jill', 'Gunther']",2888,11,0.2857142857142857,Man in a Hole,8.108,0,2.843,1.788,0,0,0,0,0,0,0,0,0,0,0.0213183739504824,249,792,393,389,234,188,5,0,0,0,0,0,0
131,86873, The One Where Chandler Can't Cry,14,6,"['Jill', 'Buffay', 'Gunther', 'Ursula']",3115,13,0.4285714285714285,Uncharted,8.211,0,1.519,2.4285,0,0,0,0,0,0,0,0,0,0,0.0120405853342277,512,697,310,349,282,342,5,0,2,0,0,0,0
132,86886, The One That Could Have Been,15,6,"['Barry', 'Roger', 'Ben', 'Wesley', 'Susan', 'Carol', 'Remoray', 'Arthur', 'Jack']",6097,29,0.4285714285714285,Uncharted,7.817,0,6.644,3.32025,0,0,0,0,0,0,0,0,0,0,0.0482974627161601,862,864,808,826,828,944,5,0,0,0,0,0,0
133,86912, The One With The Unagi,16,6,"['Carl', 'Gunther', 'Janice']",3055,15,0.6666666666666666,Uncharted,8.684,0,2.843,2.15,0,0,0,0,0,0,0,0,0,0,0.0365009954866711,611,299,604,386,232,470,3,0,1,0,0,0,0
134,87002, The One Where Ross Dates A Student,17,6,"['Lydia', 'Burt', 'Mel', 'Elizabeth', 'Dana']",3023,20,0.2857142857142857,Uncharted,8.211,0,2.843,1.261,0,0,0,0,0,1,0,0,0,1,0.0659260330737193,512,274,478,338,350,550,2,0,1,0,0,0,0
135,86925, The One With Joey's Fridge,18,6,"['Patrick', 'Sebastian', 'Elizabeth', 'Feesen', 'Guy', 'Eldad']",3077,13,0.375,Uncharted,8.243,0,3.142,1.8695,0,0,0,0,1,0,0,0,1,0,0.1343760888501741,672,488,382,300,436,407,4,2,0,0,0,0,0
136,86946, The One Where Ross Meets Elizabeth's Dad,20,6,"['Wayne', 'Paul', 'Estelle', 'Elizabeth']",3348,16,0.2857142857142857,Uncharted,8.306,0,6.644,3.0,0,0,0,0,1,0,0,0,0,0,0.0460781376951745,546,463,254,219,288,647,4,4,0,0,0,0,0
137,955152, The One Where Paul's The Man,21,6,"['Paul', 'Gunther', 'Elizabeth']",3127,15,0.7142857142857143,Uncharted,8.639,0,2.843,1.788,0,0,0,0,0,0,0,0,0,0,0.0534393625851145,493,518,169,285,355,330,3,3,0,0,0,0,0
138,86762, The One With The Ring,22,6,"['Paul', 'Gunther']",3115,16,0.4285714285714285,Uncharted,8.444,0,2.843,2.4285,0,0,0,0,0,0,0,0,0,0,0.0686385106558751,281,624,698,49,625,225,3,3,0,0,0,0,0
139,86979, The One With The Proposal,23,6,"['Lisa', 'Bowmont', 'Richard', 'Sarah', 'Thompson', 'Elizabeth']",6344,28,0.4285714285714285,Uncharted,8.417,0,1.519,2.41125,0,0,0,0,0,0,0,0,0,0,0.0732076566558441,543,887,1263,1020,541,690,5,6,1,0,0,0,0
140,87009, The One With Rachel's Book,2,7,['Geller'],2844,13,0.1428571428571428,Man in a Hole,8.1,0,6.644,2.4285,1,0,0,0,0,0,0,0,0,0,0.0130776413979538,363,398,476,479,275,403,1,4,3,0,0,0,0
141,87010, The One With Phoebe's Cookies,3,7,['Geller'],3180,12,0.4285714285714285,Uncharted,8.1,0,2.843,1.788,0,0,0,0,0,0,0,0,0,1,0.0858080247881702,347,748,413,456,365,510,3,5,0,0,0,0,0
142,87011, The One With Rachel's Assistant,4,7,"['Hilda', 'Terry', 'Tag', 'Mac', 'Kathy']",2962,15,0.2857142857142857,Uncharted,7.9,0,48.006,1.46,0,0,0,0,0,0,0,0,0,0,0.047368459367423,345,680,380,281,144,549,3,4,0,0,0,0,0
143,87017, The One With The Engagement Picture,5,7,"['Whitney', 'Tag', 'Melissa', 'Kyle']",3048,16,0.5,Uncharted,8.0,1,6.14,2.958,0,0,0,0,0,0,0,0,0,0,0.1149093385994387,433,645,323,240,484,302,6,1,1,0,0,0,0
144,87023, The One With The Nap Partners,6,7,"['Julie', '1']",2979,13,0.4285714285714285,Uncharted,8.5,0,2.843,0.84,0,0,0,1,0,0,0,0,0,0,0.1475145371568335,234,705,455,486,333,431,3,3,2,0,0,0,0
145,87198, The One With Ross's Library Book,7,7,"['Erin', 'Janice']",2981,13,0.1428571428571428,Uncharted,8.2,0,2.843,3.0,0,0,0,0,0,0,0,0,0,0,0.0505813715082731,459,418,323,338,165,539,2,1,0,0,0,0,0
